variant_index,pip,variant_names
0,0.0013265307850080853,rs0
1,0.000884353836889396,rs1
2,0.000442176918444698,rs2
3,0.0013265307850080853,rs3
4,0.000884353836889396,rs4
5,0.0022108846812454635,rs5
6,0.000537423931174937,rs6
7,0.000884353836889396,rs7
8,0.000442176918444698,rs8
9,0.001768707673778792,rs9
10,0.000884353836889396,rs10
11,0.015034014692987893,rs11
12,0.000442176918444698,rs12
13,0.0013265307850080853,rs13
14,0.0022108846812454635,rs14
15,0.001768707673778792,rs15
16,0.001768707673778792,rs16
17,0.000442176918444698,rs17
18,0.0013265307850080853,rs18
19,0.000884353836889396,rs19
20,0.001768707673778792,rs20
21,0.0022108846812454635,rs21
22,0.000884353836889396,rs22
23,0.028299324679596102,rs23
24,0.000442176918444698,rs24
25,0.001768707673778792,rs25
26,0.000884353836889396,rs26
27,0.0013265307850080853,rs27
28,0.06500077393566982,rs28
29,0.000884353836889396,rs29
30,0.001768707673778792,rs30
31,0.0013265307850080853,rs31
32,0.000442176918444698,rs32
33,0.000884353836889396,rs33
34,0.000884353836889396,rs34
35,0.000442176918444698,rs35
36,0.003095238458786877,rs36
37,0.000884353836889396,rs37
38,0.000442176918444698,rs38
39,0.0013265307850080853,rs39
40,0.000442176918444698,rs40
41,0.0013265307850080853,rs41
42,0.000884353836889396,rs42
43,0.0013268193348972485,rs43
44,0.0011386658158084155,rs44
45,0.000442176918444698,rs45
46,0.0013265307850080853,rs46
47,0.0013265307850080853,rs47
48,0.000884353836889396,rs48
49,0.0022108846812454635,rs49
50,0.000884353836889396,rs50
51,0.0013265307850080853,rs51
52,0.000884353836889396,rs52
53,0.0013265307850080853,rs53
54,0.000884353836889396,rs54
55,0.000442176918444698,rs55
56,0.000884353836889396,rs56
57,0.000884353836889396,rs57
58,0.001768707673778792,rs58
59,0.000442176918444698,rs59
60,0.001768707673778792,rs60
61,0.001768707673778792,rs61
62,0.000884353836889396,rs62
63,0.000442176918444698,rs63
64,0.001768707673778792,rs64
65,0.000884353836889396,rs65
66,0.000442176918444698,rs66
67,0.0013265307850080853,rs67
68,0.001768707673778792,rs68
69,0.000884353836889396,rs69
70,0.000884353836889396,rs70
71,0.0014217777680643332,rs71
72,0.0013265307850080853,rs72
73,0.0013265307850080853,rs73
74,0.000884353836889396,rs74
75,0.001768707673778792,rs75
76,0.000884353836889396,rs76
77,0.000442176918444698,rs77
78,0.000884353836889396,rs78
79,0.000884353836889396,rs79
80,0.000884353836889396,rs80
81,0.000884353836889396,rs81
82,0.0013265307850080853,rs82
83,0.000884353836889396,rs83
84,0.0013265307850080853,rs84
85,0.001768707673778792,rs85
86,0.000884353836889396,rs86
87,0.001768707673778792,rs87
88,0.0014217777680643332,rs88
89,0.000884353836889396,rs89
90,0.0013265307850080853,rs90
91,0.000442176918444698,rs91
92,0.0008859974792547561,rs92
93,0.0013265307850080853,rs93
94,0.0013265307850080853,rs94
95,0.000884353836889396,rs95
96,0.000442176918444698,rs96
